format version:	1.2		
date:	16/08/2017		
age_units:	ka (before AD2000)		
			
Past_10000_years_200.0_yr_bin20.0yr_event_frequency_curve	point	250	
nopoints	line	0	500
	0.01	89	
	0.02	55	
	0.03	55	
	0.04	45	
	0.05	39	
	0.06	32	
	0.07	32	
	0.08	29	
	0.09	21	
	0.1	17	
	0.11	19	
	0.12	17	
	0.13	17	
	0.14	17	
	0.15	23	
	0.16	31	
	0.17	56	
	0.18	59	
	0.19	65	
	0.2	64	
	0.21	66	
	0.22	67	
	0.23	71	
	0.24	73	
	0.25	64	
	0.26	36	
	0.27	36	
	0.28	37	
	0.29	35	
	0.3	38	
	0.31	40	
	0.32	39	
	0.33	34	
	0.34	31	
	0.35	33	
	0.36	38	
	0.37	40	
	0.38	37	
	0.39	36	
	0.4	32	
	0.41	30	
	0.42	30	
	0.43	32	
	0.44	39	
	0.45	37	
	0.46	38	
	0.47	34	
	0.48	34	
	0.49	30	
	0.5	32	
	0.51	30	
	0.52	32	
	0.53	29	
	0.54	33	
	0.55	33	
	0.56	31	
	0.57	31	
	0.58	34	
	0.59	42	
	0.6	43	
	0.61	40	
	0.62	41	
	0.63	41	
	0.64	33	
	0.65	34	
	0.66	47	
	0.67	49	
	0.68	46	
	0.69	38	
	0.7	35	
	0.71	39	
	0.72	38	
	0.73	38	
	0.74	35	
	0.75	38	
	0.76	34	
	0.77	32	
	0.78	31	
	0.79	32	
	0.8	38	
	0.81	32	
	0.82	30	
	0.83	30	
	0.84	33	
	0.85	29	
	0.86	14	
	0.87	14	
	0.88	16	
	0.89	15	
	0.9	9	
	0.91	25	
	0.92	25	
	0.93	31	
	0.94	29	
	0.95	31	
	0.96	45	
	0.97	45	
	0.98	45	
	0.99	47	
	1	47	
	1.01	33	
	1.02	36	
	1.03	34	
	1.04	34	
	1.05	32	
	1.06	23	
	1.07	23	
	1.08	36	
	1.09	35	
	1.1	35	
	1.11	34	
	1.12	31	
	1.13	27	
	1.14	25	
	1.15	30	
	1.16	46	
	1.17	47	
	1.18	34	
	1.19	38	
	1.2	38	
	1.21	41	
	1.22	45	
	1.23	45	
	1.24	45	
	1.25	42	
	1.26	24	
	1.27	24	
	1.28	23	
	1.29	20	
	1.3	21	
	1.31	25	
	1.32	21	
	1.33	21	
	1.34	21	
	1.35	20	
	1.36	18	
	1.37	17	
	1.38	16	
	1.39	14	
	1.4	14	
	1.41	28	
	1.42	28	
	1.43	28	
	1.44	32	
	1.45	33	
	1.46	37	
	1.47	37	
	1.48	37	
	1.49	38	
	1.5	37	
	1.51	20	
	1.52	20	
	1.53	20	
	1.54	19	
	1.55	18	
	1.56	16	
	1.57	16	
	1.58	17	
	1.59	19	
	1.6	21	
	1.61	16	
	1.62	16	
	1.63	16	
	1.64	14	
	1.65	17	
	1.66	26	
	1.67	26	
	1.68	27	
	1.69	27	
	1.7	25	
	1.71	35	
	1.72	35	
	1.73	35	
