Past_10000_years_200.0_yr_bin50.0yr_event_frequency_curve	point	250
nopoints	line	0	500
	0.025	57
	0.05	23
	0.075	21
	0.1	11
	0.125	9
	0.15	9
	0.175	20
	0.2	28
	0.225	26
	0.25	24
	0.275	11
	0.3	8
	0.325	11
	0.35	13
	0.375	15
	0.4	14
	0.425	12
	0.45	14
	0.475	14
	0.5	11
	0.525	12
	0.55	14
	0.575	14
	0.6	19
	0.625	23
	0.65	18
	0.675	24
	0.7	20
	0.725	17
	0.75	15
	0.775	20
	0.8	18
	0.825	18
	0.85	20
	0.875	6
	0.9	7
	0.925	11
	0.95	14
	0.975	28
	1.0	29
	1.025	23
	1.05	20
	1.075	8
	1.1	18
	1.125	20
	1.15	16
	1.175	16
	1.2	19
	1.225	21
	1.25	21
	1.275	23
	1.3	8
	1.325	8
	1.35	19
	1.375	16
	1.4	16
	1.425	15
	1.45	13
	1.475	17
	1.5	18
	1.525	20
	1.55	11
	1.575	8
	1.6	8
	1.625	8
	1.65	6
	1.675	5
	1.7	12
	1.725	11
	1.75	19
	1.775	20
	1.8	13
	1.825	14
	1.85	9
	1.875	8
	1.9	6
	1.925	7
	1.95	20
	1.975	20
	2.0	23
	2.025	23
	2.05	10
	2.075	10
	2.1	7
	2.125	4
	2.15	1
	2.175	1
	2.2	8
	2.225	8
	2.25	9
	2.275	11
	2.3	8
	2.325	7
	2.35	6
	2.375	4
	2.4	1
	2.425	1
	2.45	10
	2.475	10
	2.5	12
	2.525	14
	2.55	7
	2.575	7
	2.6	6
	2.625	4
	2.65	2
	2.675	2
	2.7	12
	2.725	12
	2.75	12
	2.775	13
	2.8	1
	2.825	2
	2.85	2
	2.875	1
	2.9	2
	2.925	1
	2.95	12
	2.975	12
	3.0	11
	3.025	11
	3.05	3
	3.075	3
	3.1	4
	3.125	4
	3.15	1
	3.175	1
	3.2	10
	3.225	10
	3.25	10
	3.275	10
	3.3	0
	3.325	0
	3.35	0
	3.375	2
	3.4	2
	3.425	2
	3.45	21
	3.475	19
	3.5	19
	3.525	19
	3.55	0
	3.575	0
	3.6	0
	3.625	0
	3.65	2
	3.675	2
	3.7	6
	3.725	6
	3.75	4
	3.775	4
	3.8	0
	3.825	0
	3.85	0
	3.875	0
	3.9	0
	3.925	0
	3.95	16
	3.975	16
	4.0	18
	4.025	18
	4.05	3
	4.075	3
	4.1	2
	4.125	2
	4.15	1
	4.175	1
	4.2	3
	4.225	3
	4.25	3
	4.275	3
	4.3	0
	4.325	0
	4.35	0
	4.375	0
	4.4	0
	4.425	0
	4.45	7
	4.475	7
	4.5	7
	4.525	7
	4.55	0
	4.575	0
	4.6	0
	4.625	0
	4.65	1
	4.675	1
	4.7	2
	4.725	2
	4.75	3
	4.775	3
	4.8	2
	4.825	0
	4.85	0
	4.875	0
	4.9	0
	4.925	9
	4.95	9
	4.975	9
	5.0	9
	5.025	0
	5.05	0
	5.075	3
	5.1	3
	5.125	3
	5.15	3
	5.175	3
	5.2	3
	5.225	3
	5.25	3
	5.275	0
	5.3	0
	5.325	0
	5.35	0
	5.375	0
	5.4	0
	5.425	8
	5.45	8
	5.475	9
	5.5	9
	5.525	1
	5.55	1
	5.575	0
	5.6	0
	5.625	0
	5.65	0
	5.675	3
	5.7	3
	5.725	3
	5.75	3
	5.775	0
	5.8	0
	5.825	1
	5.85	1
	5.875	1
	5.9	1
	5.925	4
	5.95	4
	5.975	4
	6.0	4
	6.025	2
	6.05	2
	6.075	2
	6.1	2
	6.125	0
	6.15	0
	6.175	1
	6.2	1
	6.225	1
	6.25	1
	6.275	0
	6.3	0
	6.325	0
	6.35	0
	6.375	0
	6.4	0
	6.425	2
	6.45	2
	6.475	2
	6.5	2
	6.525	0
	6.55	0
	6.575	0
	6.6	0
	6.625	0
	6.65	0
	6.675	0
	6.7	0
	6.725	0
	6.75	0
	6.775	0
	6.8	0
	6.825	0
	6.85	0
	6.875	0
	6.9	0
	6.925	0
	6.95	0
	6.975	0
	7.0	0
	7.025	0
	7.05	0
	7.075	0
	7.1	0
	7.125	0
	7.15	0
	7.175	0
	7.2	0
	7.225	0
	7.25	0
	7.275	0
	7.3	0
	7.325	0
	7.35	0
	7.375	0
	7.4	0
	7.425	1
	7.45	1
	7.475	1
	7.5	1
	7.525	0
	7.55	0
	7.575	0
	7.6	0
	7.625	0
	7.65	0
	7.675	0
	7.7	0
	7.725	0
	7.75	0
	7.775	0
	7.8	0
	7.825	0
	7.85	0
	7.875	0
	7.9	0
	7.925	1
	7.95	1
	7.975	1
	8.0	1
	8.025	0
	8.05	0
	8.075	0
	8.1	0
	8.125	0
	8.15	0
	8.175	1
	8.2	1
	8.225	1
	8.25	1
	8.275	0
	8.3	0
	8.325	0
	8.35	0
	8.375	0
	8.4	0
	8.425	1
	8.45	1
	8.475	1
	8.5	1
	8.525	0
	8.55	0
	8.575	0
	8.6	0
	8.625	0
	8.65	0
	8.675	0
	8.7	0
	8.725	0
	8.75	0
	8.775	0
	8.8	0
	8.825	0
	8.85	0
	8.875	0
	8.9	0
	8.925	5
	8.95	5
	8.975	5
	9.0	5
	9.025	0
	9.05	0
	9.075	0
	9.1	0
	9.125	0
	9.15	0
	9.175	0
	9.2	0
	9.225	0
	9.25	0
	9.275	0
	9.3	0
	9.325	0
	9.35	0
	9.375	0
	9.4	0
	9.425	1
	9.45	1
	9.475	1
	9.5	1
	9.525	0
	9.55	0
	9.575	0
	9.6	0
	9.625	0
	9.65	0
	9.675	0
	9.7	0
	9.725	0
	9.75	0
	9.775	0
	9.8	0
	9.825	0
	9.85	0
	9.875	0
	9.9	0
