format version:	1.2
date:	16/08/2017
age_units:	ka (before AD2000)

HumanCulture_MidEastIntervals_200.0_yr_bin10.0yr_event_frequency_curve	point	250
nopoints	line	0	500
	0.1	89
	0.11	55
	0.12	55
	0.13	55
	0.14	55
	0.15	52
	0.16	45
	0.17	43
	0.18	39
	0.19	32
	0.2	32
	0.21	32
	0.22	32
	0.23	32
	0.24	29
	0.25	29
	0.26	21
	0.27	20
	0.28	17
	0.29	19
	0.3	13
	0.31	17
	0.32	17
	0.33	17
	0.34	17
	0.35	18
	0.36	17
	0.37	21
	0.38	25
	0.39	27
	0.4	55
	0.41	54
	0.42	56
	0.43	57
	0.44	59
	0.45	66
	0.46	65
	0.47	65
	0.48	64
	0.49	65
	0.5	66
	0.51	66
	0.52	67
	0.53	68
	0.54	71
	0.55	71
	0.56	73
	0.57	69
	0.58	64
	0.59	62
	0.6	36
	0.61	38
	0.62	36
	0.63	38
	0.64	37
	0.65	35
	0.66	35
	0.67	37
	0.68	38
	0.69	40
	0.7	40
	0.71	40
	0.72	39
	0.73	37
	0.74	34
	0.75	33
	0.76	31
	0.77	31
	0.78	33
	0.79	33
	0.8	38
	0.81	38
	0.82	40
	0.83	37
	0.84	37
	0.85	36
	0.86	36
	0.87	34
	0.88	32
	0.89	29
	0.9	30
	0.91	30
	0.92	30
	0.93	29
	0.94	32
	0.95	36
	0.96	39
	0.97	39
	0.98	37
	0.99	37
	1.0	38
	1.01	36
	1.02	34
	1.03	35
	1.04	34
	1.05	30
	1.06	30
	1.07	30
	1.08	32
	1.09	32
	1.1	30
	1.11	30
	1.12	32
	1.13	32
	1.14	29
	1.15	35
	1.16	33
	1.17	33
	1.18	33
	1.19	33
	1.2	31
	1.21	31
	1.22	31
	1.23	30
	1.24	34
	1.25	36
	1.26	42
	1.27	44
	1.28	43
	1.29	43
	1.3	40
	1.31	40
	1.32	41
	1.33	41
	1.34	41
	1.35	34
	1.36	33
	1.37	33
	1.38	34
	1.39	34
	1.4	47
	1.41	47
	1.42	49
	1.43	50
	1.44	46
	1.45	44
	1.46	38
	1.47	36
	1.48	35
	1.49	35
	1.5	39
	1.51	39
	1.52	38
	1.53	38
	1.54	38
	1.55	35
	1.56	35
	1.57	35
	1.58	38
	1.59	47
	1.6	34
	1.61	34
	1.62	32
	1.63	31
	1.64	31
	1.65	32
	1.66	32
	1.67	32
	1.68	38
	1.69	38
	1.7	32
	1.71	32
	1.72	30
	1.73	30
	1.74	30
	1.75	33
	1.76	33
	1.77	33
	1.78	29
	1.79	20
	1.8	14
	1.81	14
	1.82	14
	1.83	14
	1.84	16
	1.85	15
	1.86	15
	1.87	15
	1.88	9
	1.89	9
	1.9	25
	1.91	25
	1.92	25
	1.93	30
	1.94	31
	1.95	29
	1.96	29
	1.97	31
	1.98	31
	1.99	31
	2.0	45
	2.01	45
	2.02	45
	2.03	45
	2.04	45
	2.05	47
	2.06	47
