format version:	1.2		
date:	16/08/2017		
age_units:	ka (before AD2000)		
			
HumanCulture_MidEastIntervals_200.0_yr_bin20.0yr_event_frequency_curve	point	250	
nopoints	line	0	100
	3.45	35	
	3.47	37	
	3.49	34	
	3.51	25	
	3.53	25	
	3.55	23	
	3.57	22	
	3.59	22	
	3.61	20	
	3.63	21	
	3.65	21	
	3.67	18	
	3.69	17	
	3.71	16	
	3.73	16	
	3.75	16	
	3.77	13	
	3.79	13	
	3.81	38	
	3.83	37	
	3.85	37	
	3.87	37	
	3.89	37	
	3.91	42	
	3.93	42	
	3.95	42	
	3.97	42	
	3.99	44	
	4.01	18	
	4.03	18	
	4.05	18	
	4.07	18	
	4.09	18	
	4.11	13	
	4.13	13	
	4.15	13	
	4.17	17	
	4.19	15	
	4.21	12	
	4.23	6	
	4.25	6	
	4.27	6	
	4.29	6	
	4.31	6	
	4.33	14	
	4.35	15	
	4.37	12	
	4.39	12	
	4.41	12	
	4.43	16	
	4.45	16	
	4.47	22	
	4.49	22	
	4.51	21	
	4.53	15	
	4.55	14	
	4.57	14	
	4.59	14	
	4.61	14	
	4.63	13	
	4.65	13	
	4.67	7	
	4.69	7	
	4.71	7	
	4.73	7	
	4.75	7	
	4.77	6	
	4.79	6	
	4.81	6	
	4.83	16	
	4.85	16	
	4.87	18	
	4.89	18	
	4.91	18	
	4.93	18	
	4.95	18	
	4.97	22	
	4.99	22	
	5.01	22	
	5.03	12	
	5.05	12	
	5.07	10	
	5.09	10	
	5.11	10	
	5.13	9	
	5.15	9	
	5.17	5	
	5.19	5	
	5.21	5	
	5.23	2	
	5.25	2	
	5.27	2	
	5.29	2	
	5.31	2	
	5.33	15	
	5.35	15	
	5.37	15	
	5.39	15	
	5.41	15	
	5.43	19	
	5.45	19	
	5.47	19	
	5.49	19	
	5.51	19	
	5.53	5	
	5.55	5	
	5.57	6	
	5.59	6	
	5.61	6	
	5.63	3	
	5.65	3	
	5.67	3	
	5.69	3	
	5.71	3	
	5.73	4	
	5.75	4	
	5.77	3	
	5.79	3	
	5.81	3	
	5.83	18	
	5.85	18	
	5.87	18	
	5.89	18	
	5.91	18	
	5.93	16	
	5.95	16	
	5.97	16	
	5.99	16	
	6.01	16	
	6.03	5	
	6.05	6	
	6.07	6	
	6.09	6	
	6.11	6	
	6.13	9	
	6.15	9	
	6.17	9	
	6.19	9	
	6.21	9	
	6.23	4	
	6.25	3	
	6.27	4	
	6.29	4	
	6.31	4	
	6.33	12	
	6.35	12	
	6.37	12	
	6.39	12	
	6.41	12	
	6.43	12	
	6.45	12	
	6.47	11	
	6.49	12	
	6.51	12	
	6.53	1	
	6.55	1	
	6.57	1	
	6.59	1	
	6.61	1	
	6.63	3	
	6.65	3	
	6.67	5	
	6.69	4	
	6.71	5	
	6.73	5	
	6.75	5	
	6.77	5	
	6.79	5	
	6.81	5	
	6.83	30	
	6.85	30	
	6.87	28	
	6.89	28	
	6.91	27	
	6.93	29	
	6.95	29	
	6.97	29	
	6.99	29	
	7.01	29	
	7.03	2	
	7.05	2	
	7.07	2	
	7.09	2	
	7.11	2	
	7.13	0	
	7.15	0	
	7.17	0	
	7.19	0	
	7.21	0	
	7.23	1	
	7.25	1	
	7.27	1	
	7.29	1	
	7.31	1	
	7.33	7	
	7.35	7	
	7.37	7	
	7.39	7	
	7.41	7	
	7.43	6	
	7.45	6	
	7.47	6	
	7.49	6	
	7.51	6	
	7.53	1	
	7.55	1	
	7.57	1	
	7.59	1	
	7.61	1	
	7.63	1	
	7.65	1	
	7.67	1	
	7.69	1	
	7.71	1	
	7.73	1	
	7.75	1	
	7.77	1	
	7.79	1	
	7.81	1	
	7.83	25	
	7.85	25	
	7.87	25	
	7.89	25	
	7.91	25	
	7.93	27	
	7.95	27	
	7.97	27	
	7.99	27	
	8.01	27	
	8.03	6	
	8.05	6	
	8.07	6	
	8.09	6	
	8.11	6	
	8.13	4	
	8.15	4	
	8.17	4	
	8.19	4	
	8.21	4	
	8.23	1	
	8.25	1	
	8.27	1	
	8.29	1	
	8.31	1	
	8.33	7	
	8.35	7	
	8.37	7	
	8.39	7	
	8.41	7	
	8.43	7	
	8.45	7	
	8.47	7	
	8.49	7	
	8.51	7	
	8.53	0	
	8.55	0	
	8.57	0	
	8.59	0	
	8.61	0	
	8.63	1	
	8.65	1	
	8.67	1	
	8.69	1	
	8.71	1	
	8.73	1	
	8.75	1	
	8.77	1	
	8.79	1	
	8.81	1	
	8.83	10	
	8.85	10	
	8.87	10	
	8.89	10	
	8.91	10	
	8.93	10	
	8.95	10	
	8.97	10	
	8.99	10	
	9.01	10	
	9.03	0	
	9.05	0	
	9.07	0	
	9.09	0	
	9.11	0	
	9.13	0	
	9.15	0	
	9.17	0	
	9.19	0	
	9.21	0	
	9.23	1	
	9.25	1	
	9.27	1	
	9.29	1	
	9.31	1	
	9.33	5	
	9.35	5	
	9.37	5	
	9.39	5	
	9.41	5	
	9.43	9	
	9.45	9	
	9.47	9	
	9.49	9	
	9.51	9	
	9.53	5	
	9.55	5	
	9.57	5	
	9.59	5	
	9.61	5	
	9.63	0	
	9.65	0	
	9.67	0	
	9.69	0	
	9.71	0	
	9.73	0	
	9.75	0	
	9.77	0	
	9.79	0	
	9.81	0	
	9.83	13	
	9.85	13	
	9.87	13	
	9.89	13	
	9.91	13	
	9.93	13	
	9.95	13	
	9.97	13	
	9.99	13	
	10.01	13	
	10.03	0	
	10.05	0	
	10.07	0	
	10.09	0	
	10.11	0	
	10.13	3	
	10.15	3	
	10.17	3	
	10.19	3	
	10.21	3	
	10.23	3	
	10.25	3	
	10.27	3	
	10.29	3	
	10.31	3	
	10.33	6	
	10.35	6	
	10.37	6	
	10.39	6	
	10.41	6	
	10.43	6	
	10.45	6	
	10.47	6	
	10.49	6	
	10.51	6	
	10.53	0	
	10.55	0	
	10.57	0	
	10.59	0	
	10.61	0	
	10.63	1	
	10.65	1	
	10.67	1	
	10.69	1	
	10.71	1	
	10.73	1	
	10.75	1	
	10.77	1	
	10.79	1	
	10.81	1	
	10.83	15	
	10.85	15	
	10.87	15	
	10.89	15	
	10.91	15	
	10.93	16	
	10.95	16	
	10.97	16	
	10.99	16	
	11.01	16	
	11.03	1	
	11.05	1	
	11.07	1	
	11.09	1	
	11.11	1	
	11.13	0	
	11.15	0	
	11.17	0	
	11.19	0	
	11.21	0	
	11.23	0	
	11.25	0	
	11.27	0	
	11.29	0	
	11.31	0	
	11.33	3	
	11.35	3	
	11.37	3	
	11.39	3	
	11.41	3	
	11.43	3	
	11.45	3	
	11.47	3	
	11.49	3	
	11.51	3	
	11.53	0	
	11.55	0	
	11.57	0	
	11.59	0	
	11.61	2	
	11.63	2	
	11.65	2	
	11.67	2	
	11.69	2	
	11.71	2	
	11.73	2	
	11.75	2	
	11.77	2	
	11.79	2	
	11.81	0	
	11.83	5	
	11.85	5	
	11.87	5	
	11.89	5	
	11.91	5	
	11.93	5	
	11.95	5	
	11.97	5	
	11.99	5	
	12.01	5	
	12.03	2	
	12.05	2	
	12.07	2	
	12.09	2	
	12.11	2	
	12.13	2	
	12.15	2	
	12.17	2	
	12.19	2	
	12.21	2	
	12.23	0	
	12.25	0	
	12.27	0	
	12.29	0	
	12.31	0	
	12.33	4	
	12.35	4	
	12.37	4	
	12.39	4	
	12.41	4	
	12.43	4	
	12.45	4	
	12.47	4	
	12.49	4	
	12.51	4	
	12.53	0	
	12.55	0	
	12.57	0	
	12.59	0	
	12.61	0	
	12.63	0	
	12.65	0	
	12.67	0	
	12.69	0	
	12.71	0	
	12.73	0	
	12.75	0	
	12.77	0	
	12.79	0	
	12.81	0	
	12.83	2	
	12.85	2	
	12.87	2	
	12.89	2	
	12.91	2	
	12.93	2	
	12.95	2	
	12.97	2	
	12.99	2	
	13.01	2	
	13.03	0	
	13.05	0	
	13.07	0	
	13.09	0	
	13.11	0	
	13.13	0	
	13.15	0	
	13.17	0	
	13.19	0	
	13.21	0	
	13.23	0	
	13.25	0	
	13.27	0	
	13.29	0	
	13.31	0	
	13.33	0	
	13.35	0	
	13.37	0	
	13.39	0	
	13.41	0	
	13.43	0	
	13.45	0	
	13.47	0	
	13.49	0	
	13.51	0	
	13.53	0	
	13.55	0	
	13.57	0	
	13.59	0	
	13.61	0	
	13.63	0	
	13.65	0	
	13.67	0	
	13.69	0	
	13.71	0	
	13.73	0	
	13.75	0	
	13.77	0	
	13.79	0	
	13.81	0	
	13.83	1	
	13.85	1	
	13.87	1	
	13.89	1	
	13.91	1	
	13.93	1	
	13.95	1	
	13.97	1	
	13.99	1	
	14.01	1	
	14.03	0	
	14.05	0	
	14.07	0	
	14.09	0	
	14.11	0	
	14.13	0	
	14.15	0	
	14.17	0	
	14.19	0	
	14.21	0	
	14.23	0	
	14.25	0	
	14.27	0	
	14.29	0	
	14.31	0	
	14.33	0	
	14.35	0	
	14.37	0	
	14.39	0	
	14.41	0	
	14.43	0	
	14.45	0	
	14.47	0	
	14.49	0	
	14.51	0	
	14.53	0	
	14.55	0	
	14.57	0	
	14.59	0	
	14.61	0	
	14.63	0	
	14.65	0	
	14.67	0	
	14.69	0	
	14.71	0	
	14.73	0	
	14.75	0	
	14.77	0	
	14.79	0	
	14.81	0	
	14.83	2	
	14.85	2	
	14.87	2	
	14.89	2	
	14.91	2	
	14.93	2	
	14.95	2	
	14.97	2	
	14.99	2	
	15.01	2	
	15.03	0	
	15.05	0	
	15.07	0	
	15.09	0	
	15.11	0	
	15.13	0	
	15.15	0	
	15.17	0	
	15.19	0	
	15.21	0	
	15.23	0	
	15.25	0	
	15.27	0	
	15.29	0	
	15.31	0	
	15.33	0	
	15.35	0	
	15.37	0	
	15.39	0	
	15.41	0	
	15.43	0	
	15.45	0	
	15.47	0	
	15.49	0	
	15.51	0	
	15.53	0	
	15.55	0	
	15.57	0	
	15.59	0	
	15.61	0	
	15.63	0	
	15.65	0	
	15.67	0	
	15.69	0	
	15.71	0	
	15.73	0	
	15.75	0	
	15.77	0	
	15.79	0	
	15.81	0	
	15.83	0	
	15.85	0	
	15.87	0	
	15.89	0	
	15.91	0	
	15.93	0	
	15.95	0	
	15.97	0	
	15.99	0	
	16.01	0	
	16.03	0	
	16.05	0	
	16.07	0	
	16.09	0	
	16.11	0	
	16.13	0	
	16.15	0	
	16.17	0	
	16.19	0	
	16.21	0	
	16.23	0	
	16.25	0	
	16.27	0	
	16.29	0	
	16.31	0	
	16.33	2	
	16.35	2	
	16.37	2	
	16.39	2	
	16.41	2	
	16.43	2	
	16.45	2	
	16.47	2	
	16.49	2	
	16.51	2	
	16.53	1	
	16.55	1	
	16.57	1	
	16.59	1	
	16.61	1	
	16.63	1	
	16.65	1	
	16.67	1	
	16.69	1	
	16.71	1	
	16.73	0	
	16.75	0	
	16.77	0	
	16.79	0	
	16.81	0	
	16.83	1	
	16.85	1	
	16.87	1	
	16.89	1	
	16.91	1	
	16.93	1	
	16.95	1	
	16.97	1	
	16.99	1	
	17.01	1	
	17.03	0	
	17.05	0	
	17.07	0	
	17.09	0	
	17.11	0	
	17.13	0	
	17.15	0	
	17.17	0	
	17.19	0	
	17.21	0	
	17.23	0	
	17.25	0	
	17.27	0	
	17.29	0	
	17.31	0	
	17.33	0	
	17.35	0	
	17.37	0	
	17.39	0	
	17.41	0	
	17.43	0	
	17.45	0	
	17.47	0	
	17.49	0	
	17.51	0	
	17.53	0	
	17.55	0	
	17.57	0	
	17.59	0	
	17.61	0	
	17.63	0	
	17.65	0	
	17.67	0	
	17.69	0	
	17.71	0	
	17.73	0	
	17.75	0	
	17.77	0	
	17.79	0	
	17.81	0	
	17.83	5	
	17.85	5	
	17.87	5	
	17.89	5	
	17.91	5	
	17.93	5	
	17.95	5	
	17.97	5	
	17.99	5	
	18.01	5	
	18.03	0	
	18.05	0	
	18.07	0	
	18.09	0	
	18.11	0	
	18.13	0	
	18.15	0	
	18.17	0	
	18.19	0	
	18.21	0	
	18.23	0	
	18.25	0	
	18.27	0	
	18.29	0	
	18.31	0	
	18.33	0	
	18.35	0	
	18.37	0	
	18.39	0	
	18.41	0	
	18.43	0	
	18.45	0	
	18.47	0	
	18.49	0	
	18.51	0	
	18.53	0	
	18.55	0	
	18.57	0	
	18.59	0	
	18.61	0	
	18.63	0	
	18.65	0	
	18.67	0	
	18.69	0	
	18.71	0	
	18.73	0	
	18.75	0	
	18.77	0	
	18.79	0	
	18.81	0	
	18.83	1	
	18.85	1	
	18.87	1	
	18.89	1	
	18.91	1	
	18.93	1	
	18.95	1	
	18.97	1	
	18.99	1	
	19.01	1	
	19.03	0	
	19.05	0	
	19.07	0	
	19.09	0	
	19.11	0	
	19.13	0	
	19.15	0	
	19.17	0	
	19.19	0	
	19.21	0	
	19.23	0	
	19.25	0	
	19.27	0	
	19.29	0	
	19.31	0	
	19.33	0	
	19.35	0	
	19.37	0	
	19.39	0	
	19.41	0	
	19.43	0	
	19.45	0	
	19.47	0	
	19.49	0	
	19.51	0	
	19.53	0	
	19.55	0	
	19.57	0	
	19.59	0	
	19.61	0	
	19.63	0	
	19.65	0	
	19.67	0	
	19.69	0	
	19.71	0	
	19.73	0	
	19.75	0	
	19.77	0	
	19.79	0	
	19.81	0	
